,LATNUM,LONGNUM
309,14.6380261087,121.0835152756
310,14.6431199942,121.0943640433
311,14.6541175665,121.0950436838
312,14.4294816491,121.0453745831
313,14.4367162869,121.0322293497
314,14.4298869689,121.0330183318
315,14.413828028,121.0550138936
316,14.3959581168,121.034760493
317,14.410056867,121.0296409012
318,14.4024819813,121.0532266217
319,14.3864853776,121.0289399587
320,14.6793651011,120.9378236991
321,14.6704294128,120.936136394
322,14.6657016491,120.9490080874
323,14.6814464683,120.9279894583
324,14.6608987335,120.9475906167
325,14.64646669,120.9544900457
326,14.6392215141,120.9581827423
327,14.653131383,120.9581632958
328,14.5003318953,121.0080032488
329,14.4823679375,121.0168609475
330,14.5205255509,120.9983807688
331,14.4967384312,120.9942205457
332,14.4916047026,121.0177032408
333,14.4741761527,121.0299065541
334,14.475304156,121.0343432343
335,14.4618859934,121.0388255744
336,14.5506265166,121.0047868397
337,14.5580280781,120.9867461642
338,14.5642256256,120.9840391742
339,14.5482279763,120.9968985875
340,14.5304689305,120.997289737
341,14.5117623133,121.029496685
342,14.5229288465,121.0071951775
343,14.5365134933,121.0036592845
344,14.5738644855,121.1146045718
345,14.634379807,121.0997671331
346,14.5830117928,121.0967077143
347,14.6073150279,121.0841800139
348,14.5721824042,121.0835596003
349,14.5650874117,121.0851131894
350,14.5615755662,121.0826269855
351,14.5422660451,121.1051355188
352,14.554018928,121.0600687144
353,14.5471238229,121.0623984363
354,14.5421830071,121.0716873778
355,14.7248351111,121.0578905181
356,14.6966284454,121.0459766248
357,14.6989020461,121.0904050137
358,14.6767619045,121.0233067764
359,14.6839739626,121.0743798516
360,14.6557374061,121.0103699047
361,14.6276618912,121.0251032019
362,14.614286687,121.0135898213
363,14.6045299983,121.0467506062
364,14.6004866072,121.0379740636
365,14.6071266619,121.0274950028
366,14.5443579117,121.0649259244
367,14.5243101345,121.0492623222
368,14.5161035293,121.0532181794
369,14.5267528918,121.0220867487
370,14.5088388478,121.0547561304
371,14.5226382415,121.0500397687
372,14.4915862591,121.0387319919
373,14.4831818654,121.0548268929
374,14.6887613935,120.9915022566
375,14.7375637956,120.9841060694
376,14.7192203056,120.9745823734
377,14.7301175343,120.9831899078
378,14.6850417501,120.9994399149
379,14.7166799658,120.9521423211
380,14.6691064326,120.9918099665
381,14.6852859927,120.9673127815
382,14.7529733202,121.0775277729
383,16.4127718279,120.5508509198
384,16.3962279583,120.5867657779
385,16.4142077691,120.6187088686
386,16.4259340152,120.6231287027
387,16.4436401596,120.5772408497
388,16.4473534179,120.5860337944
389,16.4490993733,120.5776395518
390,16.8669105983,120.781672942
391,16.3545190789,120.6130262898
392,16.4464638835,120.5870716591
393,16.8064827602,121.1352152677
394,17.405849183,121.4330635588
395,5.9695062308,121.3167391036
396,6.0426553565,120.9784806436
397,5.0331791517,119.7677189131
398,8.967647927,125.4907845334
399,8.9767229091,125.516503216
400,8.9553549272,125.6115631701
401,8.9421920496,125.5832509124
402,8.9704995704,125.5437892157
403,8.9505365599,125.5297329952
404,8.9749010493,125.414824041
405,9.2526412544,125.5589095812
406,8.9705913048,125.3392082651
407,8.487698288,125.8572263484
408,8.0372981266,125.9152640578
409,8.7066553421,125.7501736387
410,10.0094867216,125.5702727867
411,9.793635114,125.4887412135
412,9.7899679581,125.4937796029
413,9.0175212991,126.2289658053
414,8.1750724428,126.345409969
415,8.6951264405,126.1143130361
416,8.5345383519,126.1230419508
417,13.2210327333,120.6520522661
418,13.0207829839,120.8048765848
419,12.3778308162,121.0671208797
420,12.3841271328,121.0300224609
421,12.2867889358,121.1228442493
422,12.7229123989,120.8528918866
423,12.9469198353,120.9079705628
424,12.4307608259,121.003390644
425,12.5936086703,121.514466613
426,13.4073709286,121.1610179556
427,9.7959466553,118.7274181664
428,9.7830544764,118.7393365958
429,9.7827347076,118.7167085801
430,9.7418805683,118.7631764494
431,9.7388628076,118.7550701634
432,9.7315643004,118.7511574084
433,10.5343749503,119.258134687
434,9.2419045514,117.995697412
435,8.8756130008,117.8843378649
436,8.5357968562,117.4243411411
437,9.2022968697,117.9291289338
438,18.273633364,120.5632681321
439,18.0756411577,120.6898342975
440,18.06274654,120.5089240849
441,18.1574265559,120.6617970469
442,18.5998246988,120.8086923253
443,18.0661664098,120.5612656302
444,18.0072667019,120.68535332
445,18.0736384734,120.6888921599
446,18.1932515757,120.5401613249
447,18.0706204088,120.478348809
448,18.0596166409,120.5693815601
449,17.6544091932,120.4197205987
450,17.4875031744,120.5085133523
451,17.8575363895,120.5279103038
452,17.2135847458,120.4547776155
453,17.1020556535,120.4822337882
454,17.1729103736,120.4259065858
455,17.5563114491,120.3950500807
456,17.1428376364,120.5189906311
457,17.243590561,120.5095664735
458,16.9389855246,120.7381483239
459,16.8258535146,120.4319511509
460,16.6064182134,120.3929188247
461,16.6144192021,120.4238168161
462,16.56970529,120.3323600261
463,16.8709966895,120.4104578338
464,16.6382803536,120.3072917015
465,16.5133551118,120.3994424523
466,16.4392315625,120.4194828497
467,16.0647481027,120.4592691666
468,16.0329135461,120.6675698174
469,16.1045166147,120.4152719161
470,16.0134424821,120.3138097806
471,15.9665578447,120.7059404121
472,15.8400617561,120.5728201784
473,15.8168958372,120.4755558171
474,16.0975002203,119.923507066
475,15.7649528153,120.2718731691
476,15.9138008679,120.2076596732
477,20.7077960741,121.8189169867
478,20.4722950569,121.9782307586
479,20.4199505256,121.9545149558
480,20.3781147878,121.9486570701
481,20.4508784398,121.9917087251
482,20.4526449407,121.9715421456
483,20.3613956085,121.9393462003
484,20.4281089537,121.9682267052
485,20.4615254339,121.9681868902
486,20.3910774404,121.9385914591
487,20.4146224001,121.9412761609
488,18.0389070903,121.6167602222
489,18.59330198,121.1133515037
490,17.9183817527,121.7843450959
491,17.6677457623,121.7539584827
492,17.7948128059,121.8332794
493,18.3357132968,122.1066430473
494,18.3911232327,121.5203418512
495,17.8406838632,121.5998258303
496,17.941427593,121.7287845323
497,17.6905669308,121.830145233
498,17.8706538479,121.746477634
499,17.2052521229,121.6216407098
500,17.1449322002,121.7364127466
501,16.9059705714,121.8803752464
502,16.7159609958,121.7139390594
503,17.1441173832,121.9308383355
504,16.9318657873,121.8772286014
505,17.4769151214,121.7460969076
506,16.775072802,121.4648671466
507,16.5641468618,121.709647233
508,16.8961085668,121.8092735625
509,16.5460164693,121.2193207643
510,16.2875739831,121.0032463187
511,16.2050530759,120.9828009876
512,16.2323792878,121.3260816706
513,16.5657985521,121.2669237415
514,16.5677661694,121.1646464248
515,16.632347734,121.3343534971
516,16.2778863184,121.0585752798
517,16.3388094224,121.0868705331
518,16.3981022043,121.0586977846
519,16.5084454907,121.5412052895
520,16.5821416422,121.5249957938
521,16.4828660208,121.398694575
522,16.34183477,121.6960721215
523,16.2712318688,121.678972818
524,16.1414251305,121.5524488995
525,16.5394600564,121.5555067032
526,16.5641973983,121.4458785279
527,16.473399511,121.6031339821
528,16.3158102149,121.6285524193
529,16.3760291487,121.6142931228
530,15.8472084068,121.5120475033
531,15.9716980889,121.5370489649
532,16.4361618719,122.1646536957
533,15.7448839792,121.5445734092
534,15.7806727798,121.4847984133
535,15.7304856574,121.4753143311
536,15.8148116166,121.5120453396
537,16.0026019068,121.6438007621
538,16.203895238,122.0150699284
539,15.7288777785,121.519009743
540,15.7313017196,121.5205133814
541,15.6571032489,121.6024387844
542,14.8527102651,120.4795297436
543,14.6304054723,120.4530221141
544,14.654070721,120.5013901152
545,14.557006471,120.4068765381
546,14.73648475,120.279289845
547,14.4529385521,120.5042656395
548,14.8930920436,120.9265187591
549,15.233019641,121.025483082
550,14.9554801408,120.9332207063
551,15.7320074703,120.8940529407
552,15.6041442253,120.9009954767
553,15.6365929565,121.2438491186
554,15.2753669837,120.8616374859
555,15.771452117,120.6532346141
556,16.0119174684,121.0474754433
557,15.5995620929,121.0845557853
558,15.3222342892,121.0649529099
559,15.1676514462,120.5086383133
560,15.2416936669,120.6665009903
561,15.1317162402,120.6800400761
562,15.0227516557,120.7142125578
563,15.7866329805,120.5941183921
564,15.7238343091,120.4621560499
565,15.6994114308,120.3303303385
566,15.4637004317,120.6124527389
567,15.6283633652,120.5775732123
568,15.6876598577,120.55398235
569,15.5749315923,120.6621152098
570,15.4277030711,120.664991978
571,14.838909385,120.3172446088
572,15.1324793934,120.0467207658
573,15.1583902732,120.0673299733
574,15.0645048853,120.1018607013
575,14.9736522994,120.224471873
576,15.1645290137,120.0346382921
577,15.4879113566,119.9524721842
578,15.1639599098,120.2243676184
579,14.9152665728,120.2384372002
580,14.4353244749,120.920887386
581,14.409401739,120.9183020052
582,14.2035455708,120.8628135056
583,14.2805807193,120.7939041445
584,14.3118040708,120.9440919166
585,14.4101689528,120.9287998123
586,14.3847507203,120.9211990992
587,14.3916944479,120.8559636562
588,14.1524923248,121.2523837685
589,14.2906290671,121.0962918994
590,14.4668710404,121.4207330487
591,14.0866446737,121.3351230734
592,13.9052499805,121.5865356499
593,13.9503238249,121.3563009994
594,13.9585254588,121.9374351568
595,13.8615357475,121.9225734071
596,14.0209182331,122.514939026
597,14.1499637314,121.6504651409
598,13.9652579288,121.5216290028
599,13.8805197377,121.3194864003
600,14.0305888686,122.4333198501
601,14.009665523,122.6183464862
602,13.6374431369,122.4800843979
603,13.2630651532,123.4372737446
604,13.2382337915,123.4855540713
605,13.13803621,123.6891737699
606,13.2468608924,123.7191129395
607,13.3317928088,123.7353044551
608,13.2457561285,123.9538674639
609,13.099636575,123.5880113338
610,13.0977983665,123.6559807691
611,13.1308748354,123.5668103227
612,14.2727898288,122.5708963292
613,14.1768527666,122.6357950051
614,14.1497281932,122.8595179567
615,14.1523694338,122.9748523318
616,14.1791735252,122.92827134
617,14.0963766162,123.0299485323
618,14.2743491222,122.8210582249
619,14.1548912179,122.5266863609
620,14.1039639432,122.968534694
621,14.1042976873,122.9767257593
622,13.2860896295,123.3203482096
623,13.8713271905,123.6942816067
624,13.4339437927,123.5332965232
625,13.5192406596,123.2780432526
626,13.7283742679,123.2199316481
627,13.7657245428,123.538795605
628,13.5124750419,123.5903640221
629,13.655296144,123.1231327887
630,13.5794739933,123.0817863422
631,13.882640642,124.3097316514
632,13.6569262349,124.2996813791
633,13.7906740597,124.4019831259
634,13.5905393096,124.2329005756
635,13.5777372028,124.1603738165
636,13.6286171011,124.0638318556
637,13.9876684885,124.1655128044
638,13.7396055284,124.1437993682
639,13.8750318679,124.2863127684
640,13.6084122188,124.2362553598
641,13.5815297169,124.1433799665
642,13.6652393118,124.0335360609
643,12.416204378,123.5231248316
644,12.1811488353,123.3877849042
645,12.5117566347,123.2525340575
646,12.318751973,123.6946757674
647,11.9603235112,123.8341306517
648,12.5086423707,123.4596738649
649,13.0191144622,122.9857418117
650,12.1829540782,123.8150130068
651,11.7761468759,124.0246957137
652,13.0331656274,124.0398206881
653,12.992156666,123.9136200274
654,12.8901981259,124.0929203909
655,12.6637456036,123.9892016244
656,12.6952977304,124.0360829313
657,12.5579982822,124.0267961035
658,13.0121759473,124.132600454
659,12.9717853515,123.9954794955
660,13.0076531097,123.7580485274
661,12.8223859154,124.1424817871
662,12.7611689121,123.9826422139
663,12.703975001,124.135450619
664,10.8850210663,123.4627210941
665,9.7528503902,122.442881476
666,10.6641799472,122.9550473776
667,10.6469075123,122.9774624193
668,11.7057378963,122.3106803882
669,11.6809932995,122.3763637093
670,11.8365671114,121.9232926901
671,11.6313787987,122.3574323444
672,11.5770621622,122.4644710872
673,11.5246737527,122.2489766061
674,11.7190065107,122.3770637566
675,11.803191261,122.0669108821
676,11.8580179422,122.0460672073
677,11.5732418956,122.4269044743
678,11.6175195457,122.4708861315
679,11.3007992991,122.062070505
680,10.8923494484,122.0199995306
681,11.319549748,122.075731294
682,10.4694848851,121.9459771617
683,10.8071241234,121.9959680116
684,10.8082210669,122.0734036257
685,11.0643245407,122.0776506389
686,11.3960994308,122.082917709
687,11.0136990026,122.1240494459
688,10.4589229866,121.9154329698
689,10.769620766,121.9961384884
690,10.8830956105,122.1646605236
691,11.4399892126,122.8312326499
692,11.3621374779,122.9688437836
693,11.3090537282,122.6930289323
694,11.473574494,122.6651677661
695,11.2948908888,122.4659710678
696,11.4482028323,122.8173029539
697,11.3956797494,122.6655251076
698,11.1956262889,122.8429598973
699,10.6792788273,122.6074216289
700,10.6667082633,122.6933952474
701,10.6243586794,122.7065521678
702,10.6844396404,122.6943082004
703,10.5386633222,122.6797768463
704,10.8107279061,122.6603802193
705,10.6504671843,122.7125477163
706,10.5258121614,122.606715782
707,10.6691227247,122.6336587931
708,10.7398246057,122.6583170848
709,10.484070869,122.6545147402
710,10.7815166663,122.554130435
711,10.720589335,122.5551891146
712,11.1791683276,122.6280014509
713,11.5218482267,123.0727883313
714,11.1721728148,122.9748983761
715,10.6461352763,122.1723683281
716,10.7288722959,122.4409803476
717,10.6865036351,122.3334601058
718,11.0279270514,122.7811421108
719,10.920974096,122.6339042242
720,11.0696633022,122.5907024432
721,10.628017202,122.1707726445
722,10.7781650905,122.2298764736
723,11.0498292051,122.4792479187
724,9.6107290615,123.1118109366
725,9.5744922699,123.0734314385
726,9.5276799956,123.0688820434
727,9.3106426678,123.3028224743
728,9.0716827122,122.9910970156
729,9.2240480115,123.2599345271
730,9.4703268366,123.1675641661
731,10.0435401278,123.0963240569
732,9.0571212073,123.0589281572
733,9.2041325737,123.0715437389
734,9.6148932827,124.229676221
735,10.1036905365,124.140569495
736,10.0552509817,124.4993657242
737,9.6795829542,123.9748289204
738,9.6370667064,124.0276716824
739,9.9065818901,123.8136721737
740,9.6249658426,124.2391681355
741,10.0686050295,124.3173731117
742,9.6095617261,123.794327707
743,9.6169938347,123.9823231663
744,9.8217941484,123.9935791084
745,10.273083457,124.0534807839
746,10.2595427739,123.9553345809
747,10.2578808067,123.9577687785
748,10.68714529,123.864877805
749,10.0872486329,123.526146467
750,10.5378499667,123.7725987816
751,10.3504608126,123.6081076395
752,10.2850230499,123.6476084648
753,9.2146058239,123.5867879213
754,9.1919419837,123.5018512296
755,9.2170114657,123.4637653736
756,9.2001254365,123.6369086501
757,9.1433126709,123.690996831
758,9.2241798853,123.5271341823
759,9.1764128403,123.6373355635
760,9.1857271804,123.4836795865
761,9.289415832,123.6110938938
762,9.1527611868,123.5534501009
763,9.1219829001,123.5496324345
764,11.5948784019,124.3927792427
765,11.5338885295,124.4230579683
766,11.6929555399,124.369490026
767,11.6882727836,124.3766339045
768,11.5466513896,124.4707461292
769,11.5167682286,124.5502769165
770,11.6604060355,124.3572565933
771,11.6579120572,124.3688308276
772,11.6717439287,124.5303925729
773,11.4790968486,124.569112235
774,11.4899727105,124.4921784451
775,11.5005063258,124.4538474187
776,11.9837384846,125.4369710181
777,12.2490368905,125.3945934857
778,12.3069220942,125.2573857341
779,11.0830935429,125.7247170505
780,11.4294521873,125.4657706038
781,11.1248390517,125.3733834503
782,12.2502499718,125.3476702591
783,12.1052601635,125.4816037461
784,11.5928587961,125.4447514683
785,11.1327791372,125.6868669885
786,11.0384664612,125.7301126358
787,11.2140654641,125.4404558233
788,11.2289693545,124.9913931951
789,11.2410068224,125.0026253021
790,11.2231906891,125.000931166
791,11.2560880784,124.9879855928
792,11.3249611148,124.7540243459
793,10.9936264759,124.42623453
794,11.1792946395,124.984969486
795,10.6447282681,124.852802332
796,11.0373954366,124.9343333782
797,10.9916166558,124.9868492666
798,10.9517860652,124.3905269824
799,11.2892198625,124.7719559379
800,11.0765023725,124.88372666
801,11.0527463214,124.9512329132
802,10.8112237997,124.9802250993
803,12.4971240675,125.0199871592
804,12.3104888277,125.3266060148
805,12.5158626318,125.111505819
806,12.3629196656,124.3362387551
807,12.3606951786,124.6557842065
808,12.4427018798,124.3485392063
809,12.5685250954,125.0384362688
810,12.5907037455,125.1391940298
811,12.3381324634,125.2524355038
812,12.4857843154,124.6508925061
813,12.5400253661,124.2807549117
814,12.5201813743,124.4099637449
815,10.3807220008,124.9645259092
816,9.9305802953,125.2473028284
817,10.4801391202,124.970526631
818,10.4225629572,124.9343942855
819,10.1063901847,124.9511074153
820,10.2056778754,124.8305589742
821,10.2649646698,125.1178014979
822,10.5503625868,125.1260969803
823,10.2615529735,125.2355884637
824,10.3829336297,124.9645270716
825,10.2503314999,124.8916709141
826,10.0518700269,125.0176277599
827,11.7514118098,124.9072630607
828,12.1533767655,124.5232223693
829,11.686396366,124.8519525595
830,11.2858209719,125.0615008484
831,11.6992881039,125.0426261561
832,11.6808573697,124.883595159
833,12.0932097174,124.6000529194
834,11.9821771613,124.7231786033
835,12.1774840027,124.4429149684
836,11.6002723864,125.0020921428
837,11.5297028999,124.8410813585
838,11.9042691573,125.0822002186
839,6.7168361386,121.9941837001
840,6.7027538927,121.9753324563
841,6.7366196068,121.9487193913
842,6.7272831225,122.0005968721
843,8.4832246301,123.2936766588
844,8.7213885369,123.3985648337
845,8.2272196892,122.9936112572
846,8.321893514,123.0061392652
847,8.0415935539,122.5462844262
848,8.482197066,123.4171896315
849,8.6224210448,123.5100087277
850,8.3723729116,123.2413977861
851,8.0833964933,122.7542420272
852,7.7602898841,122.1409377508
853,8.1423385215,123.1314752375
854,8.1935048823,123.3431523897
855,8.0868059528,123.4464287978
856,8.001813532,123.182374193
857,7.4696420864,123.2994097645
858,7.8511660545,122.9978813028
859,7.919490858,123.0316216483
860,8.1101768183,123.4016861284
861,8.1122361608,123.5418314718
862,7.4051338065,123.3770464736
863,7.6803858157,122.4361008597
864,7.7224048827,122.5125272194
865,7.5011827918,122.3671427855
866,7.3093091554,122.8314690754
867,7.6439267796,122.9379339956
868,7.641183877,122.9735576863
869,7.8047640667,122.6432452268
870,7.6911848974,122.4169932622
871,7.7851099369,122.9910238637
872,7.5384056945,122.8403750575
873,8.158481487,125.1332070639
874,8.1149900253,125.0180492429
875,7.5725986278,124.9964042518
876,7.5385457933,124.891982079
877,8.2876589452,124.7708112492
878,8.2879498487,124.9030075674
879,7.6288605191,125.1265481014
880,7.611989785,124.9545284002
881,8.3141476842,124.3985094992
882,8.1302925236,124.2367332431
