,LATNUM,LONGNUM
883,8.1241154574,124.3155098339
884,7.979786487,123.7479592914
885,7.9962796411,123.8508375473
886,7.9574780213,123.6946520798
887,8.1916404357,124.0825755248
888,8.1342611033,124.2149191284
889,8.0192856957,123.9716612305
890,7.817155848,123.7030773387
891,7.8977061759,123.8358018438
892,8.3362768102,123.8399387847
893,8.4383013556,123.7669674552
894,8.5811126164,123.5893656822
895,8.0633104891,123.7177067191
896,8.0758848706,123.6205298302
897,8.5553335292,123.6160867909
898,8.3618636441,123.811610577
899,8.5207059856,123.7279389067
900,8.159586649,123.8264615852
901,8.1752230939,123.8342717276
902,8.2285450716,123.7309978273
903,8.7596458334,124.8151804684
904,8.7814833711,124.7909425606
905,8.7496938921,125.0633147941
906,8.65152339,124.7588006287
907,8.5724382449,124.7814557877
908,8.4998459062,124.5320963124
909,8.940417916,124.808647884
910,8.8074810612,125.1403619693
911,8.7722529514,125.1580920188
912,8.5846015442,124.4537239063
913,8.611289689,124.4720107473
914,9.234752011,124.6689785786
915,9.1770298481,124.7489887302
916,9.114328609,124.789935542
917,9.23686867,124.6711513028
918,9.1109378859,124.7190886765
919,9.2369178905,124.6426585228
920,9.1808945274,124.6648348056
921,9.1207441793,124.7345957835
922,9.2245267783,124.6802362038
923,9.127460109,124.6733190454
924,9.1577716872,124.6913915184
925,7.5730478836,126.0994772516
926,7.9427580891,125.722846364
927,7.1072362038,125.9243470897
928,7.7174797735,126.0487136059
929,7.7958699315,125.8575957224
930,7.5437208866,126.0450639779
931,7.3210205532,126.1283437799
932,7.3308478394,125.9372875256
933,7.6733365386,125.7347224594
934,6.9172280644,125.7098808716
935,7.4726224323,125.7114593844
936,7.467553531,125.6776766118
937,7.3525503874,125.6895056112
938,6.959350413,125.4144502643
939,6.7954738487,125.2471480104
940,6.8059056798,125.2545280152
941,6.6859127206,125.300052736
942,6.7264901998,125.251970801
943,6.623516017,125.2160927272
944,6.8260921029,125.3127608276
945,6.6322486846,125.2169200558
946,6.669158147,125.2442083893
947,6.5953766233,125.2230639026
948,6.3497251636,125.5373854383
949,6.3018431537,125.5788107435
950,6.0937957411,125.6729084974
951,5.7709720175,125.5086151164
952,6.2883729966,125.612293278
953,6.3943447036,125.4859615889
954,5.4348139725,125.3900737643
955,6.1040639623,125.6686612301
956,5.9801657838,125.6430451871
957,6.9622192251,126.0309669871
958,7.3130291605,126.4579490561
959,6.5413176597,126.0882849827
960,7.5696641489,126.5701708345
961,7.236758395,126.4901533208
962,7.0181567594,126.4412474324
963,7.0187761921,126.2820135381
964,7.189053868,124.2259106346
965,7.1637577852,124.8517849209
966,7.0582874525,124.8570790459
967,7.0252465836,125.0810570006
968,6.7762609071,124.9000028103
969,7.2257675466,125.0546142212
970,7.2313385597,124.5713994761
971,7.3090901415,124.4925120024
972,7.3020624187,124.7473245837
973,6.896153684,124.9205776892
974,7.0267709859,125.1485011852
975,6.9886705202,124.9649265541
976,5.8720986475,125.2894292295
977,6.0957856244,125.2800505013
978,6.0700578094,124.4840005354
979,5.9178514788,124.8068443498
980,5.6682719952,125.3151112804
981,6.296372525,125.2873338802
982,6.0552803727,124.6040242677
983,5.8001042138,125.2033278528
984,6.0954346117,124.5259075131
985,6.1395855272,125.1174184794
986,6.4878873773,124.9310495817
987,6.5636129186,124.7533420208
988,6.456159734,124.9421630233
989,6.2445512849,124.8943410497
990,6.5281085438,124.9177356845
991,6.2882572894,124.8464565973
992,6.5714024531,124.7546475127
993,6.2822936201,124.9151405588
994,6.3738843391,124.986710604
995,6.2158574898,124.2566537229
996,6.5880592828,124.0584360092
997,6.4387835098,124.2704020477
998,6.7215292536,124.5487092561
999,6.7313041902,124.5507617811
1000,6.7674063568,124.9451960235
1001,6.6440668572,124.5948397645
1002,6.6326084126,124.1720217677
1003,17.5722362083,120.9117300666
1004,17.4676940165,120.7143882886
1005,17.5563582642,120.6692344182
1006,17.3190273162,120.6938374872
1007,17.5932083526,120.6018980073
1008,17.4243227029,120.7995444467
1009,17.5904080183,120.7118152636
1010,17.5769208583,120.7255901404
1011,17.5853975974,120.6390980311
1012,17.3953027364,120.5980250952
1013,17.5336925266,120.4934982359
1014,17.6539996182,120.519189991
1015,18.1853496831,121.3661431806
1016,17.7884363632,121.298403092
1017,17.6611230593,121.3762134303
1018,18.233822488,121.4453774093
1019,17.7519014199,121.3437525073
1020,17.7855724783,121.3349517203
1021,18.3085874047,121.3762598934
1022,17.9805580035,121.2040572351
1023,18.2097209151,121.2978366682
1024,18.2231434878,121.4285853656
1025,17.9366990779,121.1877198083
1026,16.398773069,120.6309102137
1027,16.4156703698,120.6075168545
1028,16.4008171803,120.585223385
1029,16.4077416886,120.5910335447
1030,16.4674156083,120.6796662457
1031,16.6559550188,120.8365832864
1032,16.4303628587,120.5507355276
1033,16.4583916993,120.6815208165
1034,16.8265891538,120.7220641564
1035,16.4290796131,120.6637318631
1036,16.9239922024,121.5581691834
1037,16.9610194407,121.1579221586
1038,16.9868367517,121.1320643445
1039,16.7857164391,121.0805541072
1040,16.8267457153,121.0823448363
1041,16.9399942578,121.4617591775
1042,16.9158807716,121.1101153349
1043,16.9622775975,121.1621616104
1044,16.7238117654,121.0930530264
1045,16.7839231933,121.1474805183
1046,17.4530167928,121.4566320436
1047,17.5295264616,121.5884361814
1048,17.4987625491,121.231578723
1049,17.3073882034,121.1505671494
1050,17.2842401988,121.1648293464
1051,17.3290751998,121.0263738877
1052,17.4978278839,121.2555675556
1053,17.6272901662,121.4612975031
1054,17.4948040771,121.4318626107
1055,17.4090271539,121.4412810207
1056,17.4671957896,121.4714192165
1057,17.0268380324,121.0961898184
1058,17.0421557702,121.0154556651
1059,17.2027822567,121.3968193227
1060,17.0016689806,120.8767312483
1061,16.8524164614,120.8632171501
1062,17.1157300628,120.9012391556
1063,17.0942398787,121.1542850988
1064,17.2013046093,121.409820962
1065,17.0765496029,121.2652497029
1066,17.051309322,120.8753669075
1067,16.9380705785,120.8647209813
1068,16.893252608,120.8419654978
1069,6.6755790839,122.1082542547
1070,6.6631813683,122.1304741016
1071,6.6227434758,122.1779425243
1072,6.4862107528,122.1364077614
1073,6.6303860084,121.9145401762
1074,6.5939138622,122.1594502799
1075,6.64240012,121.8564897998
1076,6.6526172423,122.1327479671
1077,6.4974444932,122.0542261781
1078,6.5418942015,121.8744924886
1079,6.3334230021,122.0224287312
1080,7.5180368908,124.1291456357
1081,7.579937408,124.1953765749
1082,7.9333159474,124.1901204432
1083,7.6346061007,124.0373586257
1084,7.773321356,124.0476173186
1085,7.5599106606,124.1167803323
1086,7.6142613204,124.7439925371
1087,7.6542473945,124.0681990466
1088,7.8236903842,124.0790039976
1089,7.911373114,124.1808981454
1090,7.9902070879,124.1614872536
1091,7.2839840782,124.3328443409
1092,7.2814064148,124.3445265381
1093,7.0095766655,123.996871961
1094,6.7425997112,124.8820371757
1095,6.8488899474,124.7207778641
1096,6.9488942303,124.5331956306
1097,7.1368249237,124.1416128275
1098,6.9717337504,124.1319679517
1099,6.9486424672,124.1214297987
1100,7.0954298365,124.4141504974
1101,6.8414551862,124.5292288153
1102,6.7451524169,124.8938884694
1103,6.0243423278,120.9811394151
1104,5.9539095895,121.3006859522
1105,5.681671693,120.8470641529
1106,6.0562309448,120.9880958672
1107,5.9957799634,121.1601447771
1108,6.018314124,121.1169025736
1109,5.5406429768,120.7906743253
1110,6.1977502458,120.9909961775
1111,5.9625541984,120.8934152592
1112,5.0989015391,119.8367806031
1113,5.2160145857,120.2853892532
1114,4.9012280851,119.813094503
1115,5.0239657121,119.7649806105
1116,4.8478330731,119.4789779082
1117,5.1923482327,120.3348561399
1118,5.0923572911,119.9090662534
1119,5.2018888669,120.2287991638
1120,4.9116594531,119.8042861084
1121,4.7432786129,119.5000026017
1122,4.7504903919,119.3993949283
1123,8.9731123942,125.500176914
1124,8.8060128882,125.5880659553
1125,9.1689627068,125.5332419365
1126,9.1482078369,125.5601173408
1127,9.0879956716,125.595176982
1128,8.933047482,125.29463688
1129,8.734238987,125.658481659
1130,9.0575024511,125.5574382276
1131,9.0812055907,125.5418674741
1132,8.7232203535,125.5941937661
1133,8.455382308,125.770754986
1134,8.8791341146,125.8485682824
1135,8.1936315354,125.7985356379
1136,8.087569943,126.0048443506
1137,8.4178249096,125.7949954612
1138,8.3919562106,125.7973550214
1139,8.3916261275,126.0027353162
1140,8.1156308203,125.9387360832
1141,10.3143686266,125.5501668651
1142,10.0139080342,125.5779366963
1143,10.0884668701,125.5839788062
1144,9.9490960766,125.5513216719
1145,10.1780736315,125.5485852593
1146,9.9987254868,125.5997776601
1147,10.0683816251,125.5964664461
1148,10.1118499356,125.5060247215
1149,9.7647513257,125.4925653048
1150,9.7497476835,125.5196592974
1151,9.8908552473,126.1042208544
1152,9.5426688225,125.5642816865
1153,9.698453092,125.5876763052
1154,9.7970985891,125.4653689131
1155,9.7733360821,126.12163615
1156,9.5419166605,125.556885589
1157,9.6213666088,125.5115537606
1158,9.4882459843,125.7612504732
1159,8.9154316764,125.972034716
1160,8.8915770937,126.3114197207
1161,8.5026749807,126.3372375304
1162,9.0444309611,126.2061273501
1163,9.2105768596,126.0325766147
1164,8.9101006537,126.276016184
1165,8.5027242086,126.2375879764
1166,8.4249342785,126.2842366439
1167,13.4735995813,122.0326870163
1168,13.447126452,121.8569764604
1169,13.5321068819,122.1299864202
1170,13.4361717436,121.83953082
1171,13.2648405827,121.9821491777
1172,13.3371890757,122.0521514748
1173,13.4698019924,121.8367855603
1174,13.5311527863,121.8795912156
1175,13.4880773663,121.9358163811
1176,13.4482674573,121.8201710303
1177,13.2435800573,121.9607972446
1178,13.3622893789,122.1216879139
1179,13.2315871981,120.5938904537
1180,12.8641427472,120.8149920053
1181,12.5100945469,120.9535354011
1182,12.3783023824,121.2467897988
1183,13.4082852664,121.2098288026
1184,13.2561860322,121.2568187668
1185,13.4159916605,121.1759156859
1186,12.9614442025,121.4851417526
1187,12.8763043877,121.4647177181
1188,13.1419879107,121.2523153138
1189,13.4251825195,120.9996880152
1190,12.7341366263,121.4839508551
1191,12.5889200909,121.4930215665
1192,12.6095853264,121.5430758861
1193,10.0002039867,118.7724394471
1194,9.7338646861,118.7312970612
1195,10.5004483099,119.8626128678
1196,11.1058221919,119.462354647
1197,8.7592002535,117.6848710142
1198,8.6711003256,117.5359850004
1199,11.2160033474,119.4648028986
1200,11.9571279041,120.2355399272
1201,11.0148771922,119.4102676123
1202,12.3767977948,122.0142998523
1203,12.2870901371,122.054966602
1204,12.3800304665,121.9561649064
1205,12.3142665741,122.6034091653
1206,12.4743407141,122.5177419119
1207,12.4834781162,122.5170325931
1208,12.3820181863,121.9457470798
1209,12.4817534218,122.0133927821
1210,12.3334453339,121.9470798444
1211,12.8265259753,122.0806362899
1212,12.507849702,122.3075549041
1213,12.3609356023,122.6404131012
